Dual Name,Time Window (t),Vessel (v),Dual Value
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,5340.120087692313
job_3_once,1,1,3437.102919450552
job_5_once,1,1,0.0
job_4_once,1,1,1868.554260329668
job_1_once,1,1,2959.78283175824
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,5340.120087692313
job_3_once,2,1,3437.102919450552
job_5_once,2,1,0.0
job_4_once,2,1,1868.554260329668
job_1_once,2,1,2959.78283175824
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,5340.120087692313
job_3_once,3,1,3437.102919450552
job_5_once,3,1,0.0
job_4_once,3,1,1868.554260329668
job_1_once,3,1,2959.78283175824
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,5340.120087692313
job_3_once,4,1,3437.102919450552
job_5_once,4,1,0.0
job_4_once,4,1,1868.554260329668
job_1_once,4,1,2959.78283175824
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,5340.120087692313
job_3_once,5,1,3437.102919450552
job_5_once,5,1,0.0
job_4_once,5,1,1868.554260329668
job_1_once,5,1,2959.78283175824
one_route_per_vessel_Vessel_2_tw_1,1,2,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
job_2_once,1,2,5340.120087692313
job_3_once,1,2,3437.102919450552
job_5_once,1,2,0.0
job_4_once,1,2,1868.554260329668
job_1_once,1,2,2959.78283175824
one_route_per_vessel_Vessel_2_tw_2,2,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
job_2_once,2,2,5340.120087692313
job_3_once,2,2,3437.102919450552
job_5_once,2,2,0.0
job_4_once,2,2,1868.554260329668
job_1_once,2,2,2959.78283175824
one_route_per_vessel_Vessel_2_tw_3,3,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
job_2_once,3,2,5340.120087692313
job_3_once,3,2,3437.102919450552
job_5_once,3,2,0.0
job_4_once,3,2,1868.554260329668
job_1_once,3,2,2959.78283175824
one_route_per_vessel_Vessel_2_tw_4,4,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
job_2_once,4,2,5340.120087692313
job_3_once,4,2,3437.102919450552
job_5_once,4,2,0.0
job_4_once,4,2,1868.554260329668
job_1_once,4,2,2959.78283175824
one_route_per_vessel_Vessel_2_tw_5,5,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
job_2_once,5,2,5340.120087692313
job_3_once,5,2,3437.102919450552
job_5_once,5,2,0.0
job_4_once,5,2,1868.554260329668
job_1_once,5,2,2959.78283175824
one_route_per_vessel_Vessel_3_tw_1,1,3,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
job_2_once,1,3,5340.120087692313
job_3_once,1,3,3437.102919450552
job_5_once,1,3,0.0
job_4_once,1,3,1868.554260329668
job_1_once,1,3,2959.78283175824
one_route_per_vessel_Vessel_3_tw_2,2,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
job_2_once,2,3,5340.120087692313
job_3_once,2,3,3437.102919450552
job_5_once,2,3,0.0
job_4_once,2,3,1868.554260329668
job_1_once,2,3,2959.78283175824
one_route_per_vessel_Vessel_3_tw_3,3,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
job_2_once,3,3,5340.120087692313
job_3_once,3,3,3437.102919450552
job_5_once,3,3,0.0
job_4_once,3,3,1868.554260329668
job_1_once,3,3,2959.78283175824
one_route_per_vessel_Vessel_3_tw_4,4,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
job_2_once,4,3,5340.120087692313
job_3_once,4,3,3437.102919450552
job_5_once,4,3,0.0
job_4_once,4,3,1868.554260329668
job_1_once,4,3,2959.78283175824
one_route_per_vessel_Vessel_3_tw_5,5,3,0.0
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
job_2_once,5,3,5340.120087692313
job_3_once,5,3,3437.102919450552
job_5_once,5,3,0.0
job_4_once,5,3,1868.554260329668
job_1_once,5,3,2959.78283175824
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,3159.9237972161172
job_3_once,1,1,0.0
job_5_once,1,1,3672.5047742124543
job_4_once,1,1,3505.6477189307307
job_1_once,1,1,2724.3809769963373
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,3159.9237972161172
job_3_once,2,1,0.0
job_5_once,2,1,3672.5047742124543
job_4_once,2,1,3505.6477189307307
job_1_once,2,1,2724.3809769963373
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,3159.9237972161172
job_3_once,3,1,0.0
job_5_once,3,1,3672.5047742124543
job_4_once,3,1,3505.6477189307307
job_1_once,3,1,2724.3809769963373
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,3159.9237972161172
job_3_once,4,1,0.0
job_5_once,4,1,3672.5047742124543
job_4_once,4,1,3505.6477189307307
job_1_once,4,1,2724.3809769963373
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,3159.9237972161172
job_3_once,5,1,0.0
job_5_once,5,1,3672.5047742124543
job_4_once,5,1,3505.6477189307307
job_1_once,5,1,2724.3809769963373
one_route_per_vessel_Vessel_2_tw_1,1,2,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
job_2_once,1,2,3159.9237972161172
job_3_once,1,2,0.0
job_5_once,1,2,3672.5047742124543
job_4_once,1,2,3505.6477189307307
job_1_once,1,2,2724.3809769963373
one_route_per_vessel_Vessel_2_tw_2,2,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
job_2_once,2,2,3159.9237972161172
job_3_once,2,2,0.0
job_5_once,2,2,3672.5047742124543
job_4_once,2,2,3505.6477189307307
job_1_once,2,2,2724.3809769963373
one_route_per_vessel_Vessel_2_tw_3,3,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
job_2_once,3,2,3159.9237972161172
job_3_once,3,2,0.0
job_5_once,3,2,3672.5047742124543
job_4_once,3,2,3505.6477189307307
job_1_once,3,2,2724.3809769963373
one_route_per_vessel_Vessel_2_tw_4,4,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
job_2_once,4,2,3159.9237972161172
job_3_once,4,2,0.0
job_5_once,4,2,3672.5047742124543
job_4_once,4,2,3505.6477189307307
job_1_once,4,2,2724.3809769963373
one_route_per_vessel_Vessel_2_tw_5,5,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
job_2_once,5,2,3159.9237972161172
job_3_once,5,2,0.0
job_5_once,5,2,3672.5047742124543
job_4_once,5,2,3505.6477189307307
job_1_once,5,2,2724.3809769963373
one_route_per_vessel_Vessel_3_tw_1,1,3,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
job_2_once,1,3,3159.9237972161172
job_3_once,1,3,0.0
job_5_once,1,3,3672.5047742124543
job_4_once,1,3,3505.6477189307307
job_1_once,1,3,2724.3809769963373
one_route_per_vessel_Vessel_3_tw_2,2,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
job_2_once,2,3,3159.9237972161172
job_3_once,2,3,0.0
job_5_once,2,3,3672.5047742124543
job_4_once,2,3,3505.6477189307307
job_1_once,2,3,2724.3809769963373
one_route_per_vessel_Vessel_3_tw_3,3,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
job_2_once,3,3,3159.9237972161172
job_3_once,3,3,0.0
job_5_once,3,3,3672.5047742124543
job_4_once,3,3,3505.6477189307307
job_1_once,3,3,2724.3809769963373
one_route_per_vessel_Vessel_3_tw_4,4,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
job_2_once,4,3,3159.9237972161172
job_3_once,4,3,0.0
job_5_once,4,3,3672.5047742124543
job_4_once,4,3,3505.6477189307307
job_1_once,4,3,2724.3809769963373
one_route_per_vessel_Vessel_3_tw_5,5,3,778.5046866370349
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
job_2_once,5,3,3159.9237972161172
job_3_once,5,3,0.0
job_5_once,5,3,3672.5047742124543
job_4_once,5,3,3505.6477189307307
job_1_once,5,3,2724.3809769963373
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,2330.8452040567768
job_3_once,1,1,1744.9833304487179
job_5_once,1,1,2756.600036923077
job_4_once,1,1,2637.76428282967
job_1_once,1,1,4382.538163315018
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,2330.8452040567768
job_3_once,2,1,1744.9833304487179
job_5_once,2,1,2756.600036923077
job_4_once,2,1,2637.76428282967
job_1_once,2,1,4382.538163315018
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,2330.8452040567768
job_3_once,3,1,1744.9833304487179
job_5_once,3,1,2756.600036923077
job_4_once,3,1,2637.76428282967
job_1_once,3,1,4382.538163315018
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,2330.8452040567768
job_3_once,4,1,1744.9833304487179
job_5_once,4,1,2756.600036923077
job_4_once,4,1,2637.76428282967
job_1_once,4,1,4382.538163315018
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,2330.8452040567768
job_3_once,5,1,1744.9833304487179
job_5_once,5,1,2756.600036923077
job_4_once,5,1,2637.76428282967
job_1_once,5,1,4382.538163315018
one_route_per_vessel_Vessel_2_tw_1,1,2,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
job_2_once,1,2,2330.8452040567768
job_3_once,1,2,1744.9833304487179
job_5_once,1,2,2756.600036923077
job_4_once,1,2,2637.76428282967
job_1_once,1,2,4382.538163315018
one_route_per_vessel_Vessel_2_tw_2,2,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
job_2_once,2,2,2330.8452040567768
job_3_once,2,2,1744.9833304487179
job_5_once,2,2,2756.600036923077
job_4_once,2,2,2637.76428282967
job_1_once,2,2,4382.538163315018
one_route_per_vessel_Vessel_2_tw_3,3,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
job_2_once,3,2,2330.8452040567768
job_3_once,3,2,1744.9833304487179
job_5_once,3,2,2756.600036923077
job_4_once,3,2,2637.76428282967
job_1_once,3,2,4382.538163315018
one_route_per_vessel_Vessel_2_tw_4,4,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
job_2_once,4,2,2330.8452040567768
job_3_once,4,2,1744.9833304487179
job_5_once,4,2,2756.600036923077
job_4_once,4,2,2637.76428282967
job_1_once,4,2,4382.538163315018
one_route_per_vessel_Vessel_2_tw_5,5,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
job_2_once,5,2,2330.8452040567768
job_3_once,5,2,1744.9833304487179
job_5_once,5,2,2756.600036923077
job_4_once,5,2,2637.76428282967
job_1_once,5,2,4382.538163315018
one_route_per_vessel_Vessel_3_tw_1,1,3,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
job_2_once,1,3,2330.8452040567768
job_3_once,1,3,1744.9833304487179
job_5_once,1,3,2756.600036923077
job_4_once,1,3,2637.76428282967
job_1_once,1,3,4382.538163315018
one_route_per_vessel_Vessel_3_tw_2,2,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
job_2_once,2,3,2330.8452040567768
job_3_once,2,3,1744.9833304487179
job_5_once,2,3,2756.600036923077
job_4_once,2,3,2637.76428282967
job_1_once,2,3,4382.538163315018
one_route_per_vessel_Vessel_3_tw_3,3,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
job_2_once,3,3,2330.8452040567768
job_3_once,3,3,1744.9833304487179
job_5_once,3,3,2756.600036923077
job_4_once,3,3,2637.76428282967
job_1_once,3,3,4382.538163315018
one_route_per_vessel_Vessel_3_tw_4,4,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
job_2_once,4,3,2330.8452040567768
job_3_once,4,3,1744.9833304487179
job_5_once,4,3,2756.600036923077
job_4_once,4,3,2637.76428282967
job_1_once,4,3,4382.538163315018
one_route_per_vessel_Vessel_3_tw_5,5,3,817.3095295787552
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
job_2_once,5,3,2330.8452040567768
job_3_once,5,3,1744.9833304487179
job_5_once,5,3,2756.600036923077
job_4_once,5,3,2637.76428282967
job_1_once,5,3,4382.538163315018
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,3771.0793604639816
job_3_once,1,1,2367.907957277167
job_5_once,1,1,2756.600036923077
job_4_once,1,1,3260.688909658119
job_1_once,1,1,3136.688909658119
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,3771.0793604639816
job_3_once,2,1,2367.907957277167
job_5_once,2,1,2756.600036923077
job_4_once,2,1,3260.688909658119
job_1_once,2,1,3136.688909658119
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,3771.0793604639816
job_3_once,3,1,2367.907957277167
job_5_once,3,1,2756.600036923077
job_4_once,3,1,3260.688909658119
job_1_once,3,1,3136.688909658119
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,3771.0793604639816
job_3_once,4,1,2367.907957277167
job_5_once,4,1,2756.600036923077
job_4_once,4,1,3260.688909658119
job_1_once,4,1,3136.688909658119
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,3771.0793604639816
job_3_once,5,1,2367.907957277167
job_5_once,5,1,2756.600036923077
job_4_once,5,1,3260.688909658119
job_1_once,5,1,3136.688909658119
one_route_per_vessel_Vessel_2_tw_1,1,2,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
job_2_once,1,2,3771.0793604639816
job_3_once,1,2,2367.907957277167
job_5_once,1,2,2756.600036923077
job_4_once,1,2,3260.688909658119
job_1_once,1,2,3136.688909658119
one_route_per_vessel_Vessel_2_tw_2,2,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
job_2_once,2,2,3771.0793604639816
job_3_once,2,2,2367.907957277167
job_5_once,2,2,2756.600036923077
job_4_once,2,2,3260.688909658119
job_1_once,2,2,3136.688909658119
one_route_per_vessel_Vessel_2_tw_3,3,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
job_2_once,3,2,3771.0793604639816
job_3_once,3,2,2367.907957277167
job_5_once,3,2,2756.600036923077
job_4_once,3,2,3260.688909658119
job_1_once,3,2,3136.688909658119
one_route_per_vessel_Vessel_2_tw_4,4,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
job_2_once,4,2,3771.0793604639816
job_3_once,4,2,2367.907957277167
job_5_once,4,2,2756.600036923077
job_4_once,4,2,3260.688909658119
job_1_once,4,2,3136.688909658119
one_route_per_vessel_Vessel_2_tw_5,5,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
job_2_once,5,2,3771.0793604639816
job_3_once,5,2,2367.907957277167
job_5_once,5,2,2756.600036923077
job_4_once,5,2,3260.688909658119
job_1_once,5,2,3136.688909658119
one_route_per_vessel_Vessel_3_tw_1,1,3,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
job_2_once,1,3,3771.0793604639816
job_3_once,1,3,2367.907957277167
job_5_once,1,3,2756.600036923077
job_4_once,1,3,3260.688909658119
job_1_once,1,3,3136.688909658119
one_route_per_vessel_Vessel_3_tw_2,2,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
job_2_once,2,3,3771.0793604639816
job_3_once,2,3,2367.907957277167
job_5_once,2,3,2756.600036923077
job_4_once,2,3,3260.688909658119
job_1_once,2,3,3136.688909658119
one_route_per_vessel_Vessel_3_tw_3,3,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
job_2_once,3,3,3771.0793604639816
job_3_once,3,3,2367.907957277167
job_5_once,3,3,2756.600036923077
job_4_once,3,3,3260.688909658119
job_1_once,3,3,3136.688909658119
one_route_per_vessel_Vessel_3_tw_4,4,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
job_2_once,4,3,3771.0793604639816
job_3_once,4,3,2367.907957277167
job_5_once,4,3,2756.600036923077
job_4_once,4,3,3260.688909658119
job_1_once,4,3,3136.688909658119
one_route_per_vessel_Vessel_3_tw_5,5,3,0.0
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
job_2_once,5,3,3771.0793604639816
job_3_once,5,3,2367.907957277167
job_5_once,5,3,2756.600036923077
job_4_once,5,3,3260.688909658119
job_1_once,5,3,3136.688909658119
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,2943.288909658121
job_3_once,1,1,2397.5936715628804
job_5_once,1,1,2756.600036923077
job_4_once,1,1,3290.374623943833
job_1_once,1,1,3077.317481086692
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,2943.288909658121
job_3_once,2,1,2397.5936715628804
job_5_once,2,1,2756.600036923077
job_4_once,2,1,3290.374623943833
job_1_once,2,1,3077.317481086692
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,2943.288909658121
job_3_once,3,1,2397.5936715628804
job_5_once,3,1,2756.600036923077
job_4_once,3,1,3290.374623943833
job_1_once,3,1,3077.317481086692
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,2943.288909658121
job_3_once,4,1,2397.5936715628804
job_5_once,4,1,2756.600036923077
job_4_once,4,1,3290.374623943833
job_1_once,4,1,3077.317481086692
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,2943.288909658121
job_3_once,5,1,2397.5936715628804
job_5_once,5,1,2756.600036923077
job_4_once,5,1,3290.374623943833
job_1_once,5,1,3077.317481086692
one_route_per_vessel_Vessel_2_tw_1,1,2,0.0
tech_type_1_time_window_1_availability,1,2,0.0
tech_type_2_time_window_1_availability,1,2,0.0
job_2_once,1,2,2943.288909658121
job_3_once,1,2,2397.5936715628804
job_5_once,1,2,2756.600036923077
job_4_once,1,2,3290.374623943833
job_1_once,1,2,3077.317481086692
one_route_per_vessel_Vessel_2_tw_2,2,2,0.0
tech_type_1_time_window_2_availability,2,2,0.0
tech_type_2_time_window_2_availability,2,2,0.0
job_2_once,2,2,2943.288909658121
job_3_once,2,2,2397.5936715628804
job_5_once,2,2,2756.600036923077
job_4_once,2,2,3290.374623943833
job_1_once,2,2,3077.317481086692
one_route_per_vessel_Vessel_2_tw_3,3,2,0.0
tech_type_1_time_window_3_availability,3,2,0.0
tech_type_2_time_window_3_availability,3,2,0.0
job_2_once,3,2,2943.288909658121
job_3_once,3,2,2397.5936715628804
job_5_once,3,2,2756.600036923077
job_4_once,3,2,3290.374623943833
job_1_once,3,2,3077.317481086692
one_route_per_vessel_Vessel_2_tw_4,4,2,0.0
tech_type_1_time_window_4_availability,4,2,0.0
tech_type_2_time_window_4_availability,4,2,0.0
job_2_once,4,2,2943.288909658121
job_3_once,4,2,2397.5936715628804
job_5_once,4,2,2756.600036923077
job_4_once,4,2,3290.374623943833
job_1_once,4,2,3077.317481086692
one_route_per_vessel_Vessel_2_tw_5,5,2,0.0
tech_type_1_time_window_5_availability,5,2,0.0
tech_type_2_time_window_5_availability,5,2,0.0
job_2_once,5,2,2943.288909658121
job_3_once,5,2,2397.5936715628804
job_5_once,5,2,2756.600036923077
job_4_once,5,2,3290.374623943833
job_1_once,5,2,3077.317481086692
one_route_per_vessel_Vessel_3_tw_1,1,3,0.0
tech_type_1_time_window_1_availability,1,3,0.0
tech_type_2_time_window_1_availability,1,3,0.0
job_2_once,1,3,2943.288909658121
job_3_once,1,3,2397.5936715628804
job_5_once,1,3,2756.600036923077
job_4_once,1,3,3290.374623943833
job_1_once,1,3,3077.317481086692
one_route_per_vessel_Vessel_3_tw_2,2,3,0.0
tech_type_1_time_window_2_availability,2,3,0.0
tech_type_2_time_window_2_availability,2,3,0.0
job_2_once,2,3,2943.288909658121
job_3_once,2,3,2397.5936715628804
job_5_once,2,3,2756.600036923077
job_4_once,2,3,3290.374623943833
job_1_once,2,3,3077.317481086692
one_route_per_vessel_Vessel_3_tw_3,3,3,0.0
tech_type_1_time_window_3_availability,3,3,0.0
tech_type_2_time_window_3_availability,3,3,0.0
job_2_once,3,3,2943.288909658121
job_3_once,3,3,2397.5936715628804
job_5_once,3,3,2756.600036923077
job_4_once,3,3,3290.374623943833
job_1_once,3,3,3077.317481086692
one_route_per_vessel_Vessel_3_tw_4,4,3,0.0
tech_type_1_time_window_4_availability,4,3,0.0
tech_type_2_time_window_4_availability,4,3,0.0
job_2_once,4,3,2943.288909658121
job_3_once,4,3,2397.5936715628804
job_5_once,4,3,2756.600036923077
job_4_once,4,3,3290.374623943833
job_1_once,4,3,3077.317481086692
one_route_per_vessel_Vessel_3_tw_5,5,3,857.4761650915734
tech_type_1_time_window_5_availability,5,3,0.0
tech_type_2_time_window_5_availability,5,3,0.0
job_2_once,5,3,2943.288909658121
job_3_once,5,3,2397.5936715628804
job_5_once,5,3,2756.600036923077
job_4_once,5,3,3290.374623943833
job_1_once,5,3,3077.317481086692
one_route_per_vessel_Vessel_1_tw_1,1,1,0.0
tech_type_1_time_window_1_availability,1,1,0.0
tech_type_2_time_window_1_availability,1,1,0.0
job_2_once,1,1,2965.993683869424
job_3_once,1,1,2352.1841231402755
job_5_once,1,1,2756.600036923077
job_4_once,1,1,3313.079398155135
job_1_once,1,1,3100.022255297995
one_route_per_vessel_Vessel_1_tw_2,2,1,0.0
tech_type_1_time_window_2_availability,2,1,0.0
tech_type_2_time_window_2_availability,2,1,0.0
job_2_once,2,1,2965.993683869424
job_3_once,2,1,2352.1841231402755
job_5_once,2,1,2756.600036923077
job_4_once,2,1,3313.079398155135
job_1_once,2,1,3100.022255297995
one_route_per_vessel_Vessel_1_tw_3,3,1,0.0
tech_type_1_time_window_3_availability,3,1,0.0
tech_type_2_time_window_3_availability,3,1,0.0
job_2_once,3,1,2965.993683869424
job_3_once,3,1,2352.1841231402755
job_5_once,3,1,2756.600036923077
job_4_once,3,1,3313.079398155135
job_1_once,3,1,3100.022255297995
one_route_per_vessel_Vessel_1_tw_4,4,1,0.0
tech_type_1_time_window_4_availability,4,1,0.0
tech_type_2_time_window_4_availability,4,1,0.0
job_2_once,4,1,2965.993683869424
job_3_once,4,1,2352.1841231402755
job_5_once,4,1,2756.600036923077
job_4_once,4,1,3313.079398155135
job_1_once,4,1,3100.022255297995
one_route_per_vessel_Vessel_1_tw_5,5,1,0.0
tech_type_1_time_window_5_availability,5,1,0.0
tech_type_2_time_window_5_availability,5,1,0.0
job_2_once,5,1,2965.993683869424
